platform,schema_signature,sheet_count,file_count,standard_field,candidate_order,candidate_header,score,status,examples
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|채널상품명|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,raw_title,1,채널상품명,10,adapter_candidate,스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|타이틀|작가|출판사|정산처|공급유형|분류|구분|장르|사용코인|사용금액|취소코인|취소금액|합계금액|결제|이벤트|합계코인|판매총액|입금액|정산율|정산액,1,1,offset_amount,2,취소코인,3,adapter_candidate,스토린랩\25년\9월\2025년 9월 스토린랩 정산상세.xlsx::무툰
스토린랩,판매처|판매월|번호|상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|파트너명|파트너id|사업자구분|구매요청poc|채널상품id|채널상품명|회차|상품id|코드|2차정산여부|카테고리|그림작가|판매건수|취소건수|정액제정산대상액|판매건수|판매금액|취소건수|취소금액|합계|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|ios|aos|고객결제서비스이용료|쿠폰시다무포인트등|차감|정산유형|건수|판매총액|입금액|정산율|정산액,1,1,offset_amount,1,취소금액,8,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스
스토린랩,판매처|판매월|번호|타이틀|작가|출판사|정산처|공급유형|분류|구분|장르|사용코인|사용금액|취소코인|취소금액|합계금액|결제|이벤트|합계코인|판매총액|입금액|정산율|정산액,1,1,offset_amount,1,취소금액,8,adapter_candidate,스토린랩\25년\9월\2025년 9월 스토린랩 정산상세.xlsx::무툰
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|채널상품명|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|매출지분|전체이용금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,6,코드,3,adapter_candidate,스토린랩\1월\2026년 1월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|파트너명|파트너id|사업자구분|구매요청poc|채널상품id|채널상품명|회차|상품id|코드|2차정산여부|카테고리|그림작가|판매건수|취소건수|정액제정산대상액|판매건수|판매금액|취소건수|취소금액|합계|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|ios|aos|고객결제서비스이용료|쿠폰시다무포인트등|차감|정산유형|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,4,코드,3,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스
스토린랩,판매처|판매월|번호|상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|파트너명|파트너id|사업자구분|구매요청poc|채널상품id|채널상품명|회차|상품id|코드|2차정산여부|카테고리|그림작가|판매건수|취소건수|정액제정산대상액|판매건수|판매금액|취소건수|취소금액|합계|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|ios|aos|고객결제서비스이용료|쿠폰시다무포인트등|차감|정산유형|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,5,파트너ID,3,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|타입|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,6,코드,3,adapter_candidate,스토린랩\25년\8월\2025년 8월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,6,코드,3,adapter_candidate,스토린랩\25년\9월\2025년 9월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|채널상품명|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,6,코드,3,adapter_candidate,스토린랩\2월\2026년 2월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|채널상품명|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|매출지분|전체이용금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,2,키다리코드,5,adapter_candidate,스토린랩\1월\2026년 1월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|채널상품명|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|매출지분|전체이용금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,3,도서바코드,5,adapter_candidate,스토린랩\1월\2026년 1월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|채널상품명|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|매출지분|전체이용금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,4,이용상품ID,5,adapter_candidate,스토린랩\1월\2026년 1월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|채널상품명|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|도서바코드|bp관리id|이용상품id|코드|회차|상품정가|기준가|매출지분|전체이용금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,5,정액권 상품ID,5,adapter_candidate,스토린랩\1월\2026년 1월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|파트너명|파트너id|사업자구분|구매요청poc|채널상품id|채널상품명|회차|상품id|코드|2차정산여부|카테고리|그림작가|판매건수|취소건수|정액제정산대상액|판매건수|판매금액|취소건수|취소금액|합계|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|고객결제|고객결제현금영수증|ios|aos|쿠폰시다무포인트등|ios|aos|고객결제서비스이용료|쿠폰시다무포인트등|차감|정산유형|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,3,키다리코드,5,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,2,키다리코드,5,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,3,도서바코드,5,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,4,이용상품ID,5,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스(북패스)
스토린랩,판매처|판매월|번호|이용상품명|키다리코드|글작가|출판사|정산처|공급유형|분류|매출사업자|판매사업자|정액권상품id|정액권상품명|실결제금액|정액권총매출액|업체별정산지급액|판매자id|판매자명|상호명|그림작가|채널상품id|채널상품명|도서바코드|bp관리id|이용상품id|회차|상품정가|기준가|다운건수|매출지분|전체이용금액|상품별정산금액|카테고리|타입|건수|판매총액|입금액|정산율|정산액,1,1,external_content_id,5,정액권 상품ID,5,adapter_candidate,스토린랩\25년\10월\2025년 10월 스토린랩 정산상세.xlsx::원스(북패스)
